TICKETID,ISSUE,SUBJECT,URGENCYCODE,PROBLEM,SOLUTION
t6UJ9A00F9SP,,works orders,3,",

 below for another problematic Stock quantity.


A very strange one here.

RM Code ASC403 – said we had 3.3t with two works orders to run w/o  needing qty 2438kg & w/o  needing qty 926kg

Steve booked on a batch of the w/o  – reducing ASC403 to 2.3t but the works order requirement stayed at needing qty 2438kg

Please look into this.

regards","I checked and I wasn't able to find an issue. The WO, stock file and stock history all match. Only a minor variance was fixed by stock recalc. June will log if this occurs again.

""I have found a small issue which stock recalc has fixed on RM ASC403, however this wasn’t even a KG and I don’t believe is the issue.
Looking at the stock that has been completed and stock issued to the works order, this appears to be correct.
Per 1 WI ASC121 that is made, 0.5746KG of RM ASC403 is required according to the bill of materials this all appears correct (Be advised Sage is using 4 decimal places here).
I have calculated the Works order wants 3434.44166, which matches the 
I have calculated 995. needs to have been issued for that stock item, which matches the 
I have calculated 2438., which matches the .

Where are you seeing that the amount outstanding should have dropped to 2300KG? The only thing I can think of is the Works order itself would need to be adjusted down from 5977.1 to 4242.95."""
t6UJ9A00F9W7,Cashbook,batches locked,3,",
 
We have 2 locked batches.
 
Could you please assist us in unlocking them.
 
 
 
Thank you,",Removed entries from cblockm - mori confirmed all ok
t6UJ9A00F9US,Printing,Cannot print from Sage...affecting all users,4,"Hi
 
We've lost the ability to print from Sage. Please see example errors, below
 
 
 
 
 
 
Please could this be investigated asap?
 
Many thanks,
 
James","The dllhost was consuming 1.5GB along with a number of java.exe from the Sage folder also consuming 200-800mb memory.
These were terminated and James confirmed they would reboot the server over the weekend."
t6UJ9A00F9NM,,having an issue with printing a,3,"Hi,

I'm having an issue with printing a  I've come out the session and gone back in but still not allowing me to print.

Kind regards,
Chelsea","Chelsea has managed to print out the PDF and is able to continue working.
I'll mark as user resolved as I could not make the PDF software buttons do anything."
t6UJ9A00F95O,,can email addresses be included within the below search,3,"Is there anyway that email addresses can be included within the below search?

I would like to see which account has an email and which ones don't.",extract the data from the plsuppm table in the database
t6UJ9A00F9Z7,,,3,I cannot enter my Journal batch due to the following error,Amended the header to blank from REC as it should be a normal journal anyway - Michelle confirmed all ok
t6UJ9A00F9YJ,,RE: VPN Issues - User action may be required for those of you with TESGL/ESG Laptops,3,"Good morning, 

I am having VPN issues and I am unable to get on Sage or Report manager. 

Thanks,

Esther","has confirmed there is an internal issue with their VPN and requested the call be closed.
Sage was checked so I am confident when VPN connections are restored this should work, however if there are issues when your VPN is restored make sure to completly close the Sage client and if that doesn't work feel free to log another call."
t6UJ9A00F99Z,Inventory,issue,3,"In company Hubron on Sage, there has been orders which are found to have an allocation set that we did not enter. Orders are created with a value of 0, and closer to despatch date are found to change and we cannot see on our audit report where this changed.

Please see below example:

	Order was raised with an allocated quantity of 0 on 02/04/2024
	This can be seen in the attached report
	This is still 0 according to the report as of 18/04/2024
	However today (22/04/24) we have noticed that the value has changed to 22500","I did forward this to my two colleagues and heard nothing back.

You can close this and if I need anything else I will open a new ticket."
t6UJ9A00F9UN,,Menus,3,"Hi

I have the following option on my menu (run reports) 

Would it be possible to add this to Jason's menu (Jason)

Many thanks

Kelly",added the     rw_run_report  option  to Jason’s formset/menu  purc     jasons_menu
t6UJ9A00F9W3,,-,3,"Hello,

Hope you can help.

I'm trying to find what tables the  looks at. 
Reason being is we have an item that was incorrectly posted with VAT that we managed to pick up by sheer luck. I want to create a report that flags any VAT element over 20% (easy enough) but the invoice I am looking at is neither on scheme_plinvm or scheme_plinvm_mast.

May you help with this please, reference is below:","Plinvm gets cleared down at period end &#8211; have you tried cevatregm and if the invoice derived from a purchase order then poinvhm and poinvdm will also help
Plitemm is also where the purchase invoice will be sent to.
 
Regards
 
Ian"
t6UJ9A00F9VR,,Sage - csserver reports output,3,"Hi,

On the Sage application server, in csserver\reports\output there are hundreds of pdf, xml and xlsx files with last modified going back to 2018. Are we able to delete some of the older ones to free up space?

Kind regards,","Sam confirmed the server is backed up every night (Just in case auditors want to see specific files they can be restored, as auditors sometimes do request some obscure things).
Advised that PDF, XLSX and XML files are produced from Sage prints and are safe to delete."
t6UJ9A00F9N2,,Email distribution list,1,"Hi

Can you please add the following email address to the email distribution list for Duplicate reports for MEL and MUK (examples attached)




Adam for info, Anna has offered to pick this task up in my absence.

Thank you 
Dawn",update job
t6UJ9A00F9U9,Performance,SAGE Slow,3,"Hi,

SAGE is very slow when posting Invoices, It freezes when trying to post invoices. 

Please can you check?",clear process
t6UJ9A00F9TC,,held order  - already invoiced,3,"Good morning

Please can you delete  order , from the credit held report.

I processed the invoice yesterday, as an instant batch and hadn't realized that it was on hold at the time.

Many thanks",update workq
t6UJ9A00F9RN,Inventory,MULTISOL EUROPE - 220R - BATCH T64,3,"Hi.
 
Please can you look into the stock for 220R.
 
According to Chevron we have 128638kg left in the tank and this is the same according to Sage.
Free stock available should be 47638kg but sage is showing 7820kg which is incorrect, I de allocated all orders and re allocated again just in case there was an issue behind the scenes but it still showing a short fall.
Can you please urgently investigate this, I need to allocate the stock for an order loading Monday sales order .",stock recalc
